Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,References
S_PH_10.1.1.1.7,Carbimazole,,True,2,2010-02;1990-12,,@book?n=PH-kdtemp&ed=8&vol=0#275;@book?n=PH-tarav&ed=5&vol=0#325
S_PH_10.1.1.1.8,Radioactive Iodine,,True,4,2023-02;2019-02;2014-08;1992-04,,@book?n=PH-kdtemp&ed=8&vol=0#277;@book?n=PH-tarav&ed=5&vol=0#326
S_PH_10.1.1.1.9,Bisphosphonates,,True,1,2004-08,,@book?n=PH-kdtemp&ed=8&vol=0#369;@book?n=PH-tarav&ed=5&vol=0#374
S_PH_10.1.1.1.10,Hormone Replacement Therapy (HRT),,True,2,2010-02;2006-02,,@book?n=PH-kdtemp&ed=8&vol=0#334;@book?n=PH-tarav&ed=5&vol=0#332
S_PH_10.1.1.1.11,Selective Estrogen Receptor Modulators (SERMs),,True,4,2022-03;2018-08;2010-08;2006-02,,@book?n=PH-kdtemp&ed=8&vol=0#337;@book?n=PH-tarav&ed=5&vol=0#335
S_PH_10.1.1.1.12,Anabolic Steroids,"- Uses
- Adverse Effects",True,2,2009-02;1999-04,,@book?n=PH-kdtemp&ed=8&vol=0#325;@book?n=PH-tarav&ed=5&vol=0#329
S_PH_10.1.1.1.13,Ovulation Inducing Agents,,True,1,2009-02,,@book?n=PH-kdtemp&ed=8&vol=0#262;@book?n=PH-tarav&ed=5&vol=0#317
S_PH_10.1.1.1.14,Clinical Uses of Somatostatin and Octreotide,,True,1,2015-08,,@book?n=PH-kdtemp&ed=8&vol=0#259;@book?n=PH-tarav&ed=5&vol=0#316
S_PH_10.1.1.1.15,Glucocorticoids,"- Uses
- Adverse Effects",True,6,2023-02;2011-02;2009-08;2007-02;2004-08;1995-11,,@book?n=PH-kdtemp&ed=8&vol=0#306;@book?n=PH-tarav&ed=5&vol=0#353
S_PH_10.1.1.1.16,Adverse Effects of Hormonal Contraceptives,,True,1,2004-08,,@book?n=PH-kdtemp&ed=8&vol=0#350;@book?n=PH-tarav&ed=5&vol=0#343
S_PH_10.1.1.1.17,Oral Contraceptive Pills,,True,8,2017-08;2012-08;2011-02;2009-08;2009-02;2007-02;2005-08;1991-12,,@book?n=PH-kdtemp&ed=8&vol=0#346;@book?n=PH-tarav&ed=5&vol=0#339
S_PH_10.1.1.1.18,Injectable Contraceptives,,True,2,2020-11;2006-08,,@book?n=PH-kdtemp&ed=8&vol=0#348;@book?n=PH-tarav&ed=5&vol=0#342
S_PH_10.1.1.1.19,Combined Pill,,True,1,2010-02,,@book?n=PH-kdtemp&ed=8&vol=0#346;@book?n=PH-tarav&ed=5&vol=0#339
S_PH_10.1.1.1.20,Tocolytics,,True,4,2023-07;2022-08;2008-08;2006-02,,@book?n=PH-kdtemp&ed=8&vol=0#358;@book?n=PH-tarav&ed=5&vol=0#378
S_PH_10.1.1.1.21,Uterine Stimulants,,True,1,2005-02,,@book?n=PH-kdtemp&ed=8&vol=0#354;@book?n=PH-tarav&ed=5&vol=0#375
